ID	index	Hchain	Lchain	antigen_chain	antigen_type	date	resolution	method	r_free	r_factor	scfv	affinity	delta_g	temperature	pmid	type	L_cluster	H_cluster	Ag_cluster	all_clusters
6h71_D!_B	2120	D	missing	B	protein	12/19/18	2.313	X-RAY DIFFRACTION	0.217	0.193	False	None	None	None	None	Nanobody	missing	1187	185	1187:missing:185
6h7j_D!_B	2122	D	missing	B	protein	07/31/18	2.8	X-RAY DIFFRACTION	0.317	0.285	False	None	None	None	None	Nanobody	missing	1216	184	1216:missing:184
6hhd_D!_C	2128	D	missing	C	protein	08/28/18	2.102	X-RAY DIFFRACTION	0.245	0.206	False	None	None	None	None	Nanobody	missing	1089	527	1089:missing:527
6hjy_J!_E	2136	J	missing	E	protein	09/04/18	2.78	X-RAY DIFFRACTION	0.233	0.225	False	None	None	None	None	Nanobody	missing	1115	164	1115:missing:164
6hxw_HL_A	2140	H	L	A	protein	10/18/18	2.78	X-RAY DIFFRACTION	0.232	0.192	False	None	None	None	None	Fab	596	692	43	692:596:43
6i07_AA_C	2143	A	A	C	protein	10/25/18	2.35	X-RAY DIFFRACTION	0.279	0.230	True	None	None	None	None	scFv	30	90	285	90:30:285
6i07_BB_D	2144	B	B	D	protein	10/25/18	2.35	X-RAY DIFFRACTION	0.279	0.230	True	None	None	None	None	scFv	30	90	285	90:30:285
6i8s_HL_D	2150	H	L	D	protein	11/21/18	2.9	X-RAY DIFFRACTION	0.243	0.219	False	None	None	None	None	Fab	533	740	100	740:533:100
6i9i_HL_D	2152	H	L	D	protein	11/23/18	1.98	X-RAY DIFFRACTION	0.243	0.203	False	None	None	None	None	Fab	168	786	172	786:168:172
6iek_EF_D	2167	E	F	D	protein	09/14/18	2.7	X-RAY DIFFRACTION	0.258	0.225	False	None	None	None	None	Fab	71	229	172	229:71:172
6iuv_HL_A	2181	H	L	A	protein	11/30/18	2.332	X-RAY DIFFRACTION	0.246	0.207	False	None	None	None	None	Fab	211	91	306	91:211:306
6j11_DE_C	2183	D	E	C	protein	12/27/18	3.0	X-RAY DIFFRACTION	0.225	0.188	False	None	None	None	None	Fab	672	1017	133	1017:672:133
6j11_HL_A	2185	H	L	A	protein	12/27/18	3.0	X-RAY DIFFRACTION	0.225	0.188	False	None	None	None	None	Fab	672	1017	133	1017:672:133
6j6y_EF_D	2191	E	F	D	protein	01/16/19	2.15	X-RAY DIFFRACTION	0.258	0.193	False	None	None	None	None	Fab	212	636	552	636:212:552
6jjp_DE_F	2203	D	E	F	protein	02/26/19	2.9	X-RAY DIFFRACTION	0.247	0.207	False	None	None	None	None	Fab	289	398	488	398:289:488
6ktr_FG_D	2221	F	G	D	protein	08/28/19	2.59776	X-RAY DIFFRACTION	0.253	0.202	False	None	None	None	None	Fab	382	857	442	857:382:442
6kyz_EF_D	2223	E	F	D	protein	09/20/19	1.845	X-RAY DIFFRACTION	0.208	0.175	False	None	None	None	None	Fab	613	1043	358	1043:613:358
6kz0_KL_J	2227	K	L	J	protein	09/21/19	2.4	X-RAY DIFFRACTION	0.223	0.185	False	None	None	None	None	Fab	104	1160	384	1160:104:384
6lgw_CD_F	2232	C	D	F	protein	12/06/19	2.9037	X-RAY DIFFRACTION	0.268	0.218	False	None	None	None	None	Fab	719	1241	95	1241:719:95
6lyn_HL_D	2239	H	L	D	protein	02/24/21	2.776	X-RAY DIFFRACTION	0.262	0.217	False	None	None	None	None	Fab	92	819	351	819:92:351
6lz2_D!_C	2241	D	missing	C	protein	02/17/20	2.03	X-RAY DIFFRACTION	0.215	0.175	False	None	None	None	None	Nanobody	missing	1242	298	1242:missing:298
6mfp_HL_G	2259	H	L	G	protein	09/11/18	3.0	X-RAY DIFFRACTION	0.274	0.214	False	None	None	None	None	Fab	385	399	112	399:385:112
6mhr_DE_F	2273	D	E	F	protein	09/18/18	2.8	X-RAY DIFFRACTION	0.222	0.200	False	None	None	None	None	Fab	159	470	429	470:159:429
6mi2_DE_F	2275	D	E	F	protein	09/19/18	2.72	X-RAY DIFFRACTION	0.278	0.238	False	None	None	None	None	Fab	577	889	429	889:577:429
6mtn_DE_B	2301	D	E	B	protein	10/20/18	2.5	X-RAY DIFFRACTION	0.263	0.223	False	None	None	None	None	Fab	666	1018	456	1018:666:456
6mtn_HL_G	2302	H	L	G	protein	10/20/18	2.5	X-RAY DIFFRACTION	0.263	0.223	False	None	None	None	None	Fab	536	110	64	110:536:64
6n5e_ED_A	2331	E	D	A	protein	11/21/18	3.0	X-RAY DIFFRACTION	0.287	0.250	False	None	None	None	None	Fab	436	132	47	132:436:47
6n5e_HI_C	2333	H	I	C	protein	11/21/18	3.0	X-RAY DIFFRACTION	0.287	0.250	False	None	None	None	None	Fab	436	132	47	132:436:47
6n81_HL_A	2336	H	L	A	protein	11/28/18	2.579	X-RAY DIFFRACTION	0.211	0.173	False	None	None	None	None	Fab	147	161	167	161:147:167
6nmr_AB_E	2362	A	B	E	protein	01/11/19	2.42	X-RAY DIFFRACTION	0.323	0.289	False	None	None	None	None	Fab	292	524	496	524:292:496
6nmr_HL_S	2364	H	L	S	protein	01/11/19	2.42	X-RAY DIFFRACTION	0.323	0.289	False	None	None	None	None	Fab	292	524	496	524:292:496
6nmr_JK_M	2365	J	K	M	protein	01/11/19	2.42	X-RAY DIFFRACTION	0.323	0.289	False	None	None	None	None	Fab	292	524	496	524:292:496
6nms_HL_S	2367	H	L	S	protein	01/11/19	2.11	X-RAY DIFFRACTION	0.244	0.204	False	None	None	None	None	Fab	293	583	496	583:293:496
6nmu_HL_S	2370	H	L	S	protein	01/11/19	2.55	X-RAY DIFFRACTION	0.261	0.193	False	None	None	None	None	Fab	386	525	496	525:386:496
6o3b_BA_C	2378	B	A	C	protein	02/26/19	2.5	X-RAY DIFFRACTION	0.283	0.248	False	None	None	None	None	Fab	40	637	466	637:40:466
6o3b_GE_H	2379	G	E	H	protein	02/26/19	2.5	X-RAY DIFFRACTION	0.283	0.248	False	None	None	None	None	Fab	40	637	466	637:40:466
6oan_BB_A	2384	B	B	A	protein	03/18/19	2.9	X-RAY DIFFRACTION	0.252	0.230	True	None	None	None	None	scFv	26	72	233	72:26:233
6oan_DD_C	2385	D	D	C	protein	03/18/19	2.9	X-RAY DIFFRACTION	0.252	0.230	True	None	None	None	None	scFv	26	72	233	72:26:233
6obo_D!_B	2398	D	missing	B	protein	04/01/20	1.9	X-RAY DIFFRACTION	0.244	0.207	False	None	None	None	None	Nanobody	missing	1188	215	1188:missing:215
6oc3_CD_E	2400	C	D	E	protein	03/21/19	2.85	X-RAY DIFFRACTION	0.257	0.237	False	None	None	None	None	Fab	387	193	144	193:387:144
6oca_D!_B	2402	D	missing	B	protein	04/01/20	2.113	X-RAY DIFFRACTION	0.247	0.213	False	None	None	None	None	Nanobody	missing	977	215	977:missing:215
6ocd_D!_C	2404	D	missing	C	protein	04/01/20	2.103	X-RAY DIFFRACTION	0.228	0.189	False	None	None	None	None	Nanobody	missing	1189	215	1189:missing:215
6oq8_D!_A	2422	D	missing	A	protein	04/25/19	2.2	X-RAY DIFFRACTION	0.220	0.197	False	None	None	None	None	Nanobody	missing	1217	37	1217:missing:37
6oyh_H!_D	2458	H	missing	D	protein	05/14/19	2.95	X-RAY DIFFRACTION	0.268	0.249	False	None	None	None	None	Nanobody	missing	1064	129	1064:missing:129
6p3r_CD_E	2462	C	D	E	protein	05/24/19	3.0	X-RAY DIFFRACTION	0.226	0.192	False	None	None	None	None	Fab	213	54	146	54:213:146
6p67_CD_J	2479	C	D	J	protein	09/04/19	2.9	X-RAY DIFFRACTION	0.266	0.249	False	None	None	None	None	Fab	372	231	332	231:372:332
6p67_EF_G	2480	E	F	G	protein	09/04/19	2.9	X-RAY DIFFRACTION	0.266	0.249	False	None	None	None	None	Fab	372	231	332	231:372:332
6pcu_IH_G	2489	I	H	G	protein	06/18/19	2.4	X-RAY DIFFRACTION	0.237	0.186	False	None	None	None	None	Fab	651	1245	391	1245:651:391
6phb_DC_I	2497	D	C	I	protein	06/25/19	2.0	X-RAY DIFFRACTION	0.209	0.177	False	None	None	None	None	Fab	214	400	375	400:214:375
6pi7_CB_A	2503	C	B	A	protein	06/26/19	2.8	X-RAY DIFFRACTION	0.206	0.190	False	None	None	None	None	Fab	40	472	338	472:40:338
6pi7_FE_D	2504	F	E	D	protein	06/26/19	2.8	X-RAY DIFFRACTION	0.206	0.190	False	None	None	None	None	Fab	40	472	338	472:40:338
6pis_IM_A	2506	I	M	A	protein	06/27/19	2.77	X-RAY DIFFRACTION	0.286	0.248	False	None	None	None	None	Fab	538	694	258	694:538:258
6plk_IM_F	2508	I	M	F	protein	07/01/19	2.3	X-RAY DIFFRACTION	0.211	0.167	False	None	None	None	None	Fab	295	162	80	162:295:80
6ppg_HL_F	2510	H	L	F	protein	07/06/19	2.75	X-RAY DIFFRACTION	0.275	0.224	False	None	None	None	None	Fab	159	133	497	133:159:497
6pzf_HL_A	2516	H	L	A	protein	07/31/19	2.8	X-RAY DIFFRACTION	0.249	0.203	False	None	None	None	None	Fab	147	788	90	788:147:90
6pzw_KI_D	2520	K	I	D	protein	08/01/19	3.0	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	696	1163	90	1163:696:90
6qgy_D!_C	2545	D	missing	C	protein	01/14/19	2.509	X-RAY DIFFRACTION	0.244	0.222	False	None	None	None	None	Nanobody	missing	1165	101	1165:missing:101
6rlo_GH_L	2569	G	H	L	protein	05/12/21	2.2	X-RAY DIFFRACTION	0.287	0.254	False	None	None	None	None	Fab	42	821	615	821:42:615
6rps_NM_B	2576	N	M	B	protein	05/14/19	2.79	X-RAY DIFFRACTION	0.231	0.203	False	None	None	None	None	Fab	296	586	219	586:296:219
6rvc_F!_C	2581	F	missing	C	protein	05/31/19	2.2	X-RAY DIFFRACTION	0.241	0.204	False	None	None	None	None	Nanobody	missing	1119	579	1119:missing:579
6s8j_YU_E	2594	Y	U	E	protein	07/10/19	2.91	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	679	1166	343	1166:679:343
6sc6_B!_A	2595	B	missing	A	protein	07/23/19	2.25	X-RAY DIFFRACTION	0.246	0.199	False	None	None	None	None	Nanobody	missing	1218	105	1218:missing:105
6sc6_C!_A	2596	C	missing	A	protein	07/23/19	2.25	X-RAY DIFFRACTION	0.246	0.199	False	None	None	None	None	Nanobody	missing	1218	105	1218:missing:105
6sge_D!_A	2598	D	missing	A	protein	08/04/19	1.5	X-RAY DIFFRACTION	0.188	0.161	False	None	None	None	None	Nanobody	missing	982	355	982:missing:355
6ssi_J!_E	2608	J	missing	E	protein	09/07/19	2.59	X-RAY DIFFRACTION	0.246	0.230	False	None	None	None	None	Nanobody	missing	1345	164	1345:missing:164
6svl_HL_Q	2612	H	L	Q	protein	09/18/19	1.58	X-RAY DIFFRACTION	0.206	0.181	False	None	None	None	None	Fab	483	695	467	695:483:467
6t9d_HL_C	2621	H	L	C	protein	01/08/09	2.905	X-RAY DIFFRACTION	0.280	0.212	False	None	None	None	None	Fab	392	822	556	822:392:556
6u9s_DE_F	2646	D	E	F	protein	09/09/19	2.4	X-RAY DIFFRACTION	0.281	0.214	False	None	None	None	None	Fab	68	335	587	335:68:587
6uc6_D!_B	2648	D	missing	B	protein	09/15/19	2.32006	X-RAY DIFFRACTION	0.222	0.170	False	None	None	None	None	Nanobody	missing	1022	68	1022:missing:68
6udj_NO_G	2656	N	O	G	protein	09/19/19	2.5	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	697	995	64	995:697:64
6udj_QB_G	2657	Q	B	G	protein	09/19/19	2.5	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	536	984	64	984:536:64
6uht_D!_B	2666	D	missing	B	protein	09/28/19	2.20001	X-RAY DIFFRACTION	0.211	0.194	False	None	None	None	None	Nanobody	missing	996	68	996:missing:68
6umx_hl_B	2688	h	l	B	protein	10/10/19	2.79	X-RAY DIFFRACTION	0.264	0.217	False	None	None	None	None	Fab	298	134	195	134:298:195
6urm_HL_F	2695	H	L	F	protein	10/23/19	2.65	X-RAY DIFFRACTION	0.262	0.215	False	None	None	None	None	Fab	580	194	148	194:580:148
6v4n_HL_N	2706	H	L	N	protein	11/28/19	2.5	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	396	529	86	529:396:86
6v4o_HL_N	2710	H	L	N	protein	11/28/19	2.8	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	299	233	86	233:299:86
6vbg_D!_B	2713	D	missing	B	protein	11/25/20	2.8	X-RAY DIFFRACTION	0.275	0.239	False	None	None	None	None	Nanobody	missing	1190	83	1190:missing:83
6vgr_CD_A	2722	C	D	A	protein	01/08/20	2.84	X-RAY DIFFRACTION	0.248	0.190	False	None	None	None	None	Fab	300	587	114	587:300:114
6vgr_HL_B	2723	H	L	B	protein	01/08/20	2.84	X-RAY DIFFRACTION	0.248	0.190	False	None	None	None	None	Fab	300	587	114	587:300:114
6vmj_ML_W	2732	M	L	W	protein	01/28/20	2.95	X-RAY DIFFRACTION	0.265	0.218	False	None	None	None	None	Fab	377	789	283	789:377:283
6vn1_JN_C	2735	J	N	C	protein	01/29/20	2.8	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	711	1024	31	1024:711:31
6vvu_JK_B	2749	J	K	B	protein	02/18/20	3.0	X-RAY DIFFRACTION	0.232	0.187	False	None	None	None	None	Fab	170	475	246	475:170:246
6vy4_HL_A	2754	H	L	A	protein	02/25/20	2.0	X-RAY DIFFRACTION	0.226	0.183	False	None	None	None	None	Fab	582	859	73	859:582:73
6waq_C!_D	2760	C	missing	D	protein	03/25/20	2.2	X-RAY DIFFRACTION	0.236	0.203	False	None	None	None	None	Nanobody	missing	1044	337	1044:missing:337
6was_HL_J	2770	H	L	J	protein	03/31/21	1.904	X-RAY DIFFRACTION	0.228	0.194	False	None	None	None	None	Fab	301	531	651	531:301:651
6wh9_HI_A	2775	H	I	A	protein	04/07/20	2.75	X-RAY DIFFRACTION	0.271	0.228	False	None	None	None	None	Fab	173	163	56	163:173:56
6wm9_EF_D	2784	E	F	D	protein	04/20/20	2.45	X-RAY DIFFRACTION	0.279	0.223	False	None	None	None	None	Fab	485	164	173	164:485:173
6woz_KL_J	2804	K	L	J	protein	04/26/20	2.9	X-RAY DIFFRACTION	0.258	0.211	False	None	None	None	None	Fab	312	73	173	73:312:173
6wtu_KL_J	2810	K	L	J	protein	05/04/20	2.55	X-RAY DIFFRACTION	0.255	0.208	False	None	None	None	None	Fab	597	476	173	476:597:173
6wzj_CD_F	2820	C	D	F	protein	11/25/20	2.37	X-RAY DIFFRACTION	0.242	0.215	False	None	None	None	None	Fab	397	278	641	278:397:641
6x04_L!_K	2829	L	missing	K	protein	05/15/20	2.68	X-RAY DIFFRACTION	0.261	0.244	False	None	None	None	None	Nanobody	missing	1307	130	1307:missing:130
6xkp_MN_B	2850	M	N	B	protein	06/26/20	2.72	X-RAY DIFFRACTION	0.269	0.220	False	None	None	None	None	Fab	382	195	2	195:382:2
6xlq_KL_J	2856	K	L	J	protein	06/29/20	3.0	X-RAY DIFFRACTION	0.296	0.246	False	None	None	None	None	Fab	147	697	311	697:147:311
6xm2_HG_K	2860	H	G	K	protein	07/07/21	1.91	X-RAY DIFFRACTION	0.244	0.205	False	None	None	None	None	Fab	101	336	513	336:101:513
6xq0_EF_D	2873	E	F	D	protein	05/19/21	2.3	X-RAY DIFFRACTION	0.268	0.222	False	None	None	None	None	Fab	398	55	230	55:398:230
6xsw_GI_J	2882	G	I	J	protein	07/21/21	2.98	X-RAY DIFFRACTION	0.256	0.233	False	None	None	None	None	Fab	399	588	274	588:399:274
6xsw_HL_X	2883	H	L	X	protein	07/21/21	2.98	X-RAY DIFFRACTION	0.256	0.233	False	None	None	None	None	Fab	399	588	274	588:399:274
6xw4_D!_B	2885	D	missing	B	protein	01/23/20	2.19	X-RAY DIFFRACTION	0.218	0.173	False	None	None	None	None	Nanobody	missing	1167	168	1167:missing:168
6xw5_D!_B	2887	D	missing	B	protein	01/23/20	1.72	X-RAY DIFFRACTION	0.191	0.161	False	None	None	None	None	Nanobody	missing	1221	168	1221:missing:168
6xw6_D!_B	2889	D	missing	B	protein	01/23/20	1.96	X-RAY DIFFRACTION	0.248	0.199	False	None	None	None	None	Nanobody	missing	1067	168	1067:missing:168
6xw7_H!_F	2893	H	missing	F	protein	01/23/20	2.15	X-RAY DIFFRACTION	0.215	0.171	False	None	None	None	None	Nanobody	missing	1283	168	1283:missing:168
6xxv_DE_F	2895	D	E	F	protein	01/28/20	2.20116	X-RAY DIFFRACTION	0.244	0.209	False	None	None	None	None	Fab	400	32	519	32:400:519
6y6c_CC_B	2900	C	C	B	protein	02/17/21	2.26	X-RAY DIFFRACTION	0.216	0.191	True	None	None	None	None	scFv	27	74	489	74:27:489
6y6c_DD_A	2901	D	D	A	protein	02/17/21	2.26	X-RAY DIFFRACTION	0.216	0.191	True	None	None	None	None	scFv	27	74	489	74:27:489
6y9b_JN_B	2906	J	N	B	protein	03/06/20	2.97	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	659	1192	247	1192:659:247
6ye3_GH_I	2911	G	H	I	protein	03/23/20	2.89	X-RAY DIFFRACTION	0.283	0.215	False	None	None	None	None	Fab	70	165	453	165:70:453
6ywc_AB_C	2916	A	B	C	protein	04/29/20	2.85	X-RAY DIFFRACTION	0.248	0.212	False	None	None	None	None	Fab	103	337	649	337:103:649
6ywc_DE_F	2917	D	E	F	protein	04/29/20	2.85	X-RAY DIFFRACTION	0.248	0.212	False	None	None	None	None	Fab	103	337	649	337:103:649
6z20_D!_C	2923	D	missing	C	protein	05/14/20	2.68	X-RAY DIFFRACTION	0.248	0.206	False	None	None	None	None	Nanobody	missing	1222	615	1222:missing:615
6ztr_HL_I	2933	H	L	I	protein	05/05/21	2.1	X-RAY DIFFRACTION	0.221	0.192	False	None	None	None	None	Fab	147	75	303	75:147:303
6zxn_F!_C	2936	F	missing	C	protein	07/30/20	2.93	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Nanobody	missing	1266	4	1266:missing:4
7a0v_B!_A	2937	B	missing	A	protein	08/11/20	2.3	X-RAY DIFFRACTION	0.252	0.196	False	None	None	None	None	Nanobody	missing	1091	140	1091:missing:140
7a0v_F!_E	2939	F	missing	E	protein	08/11/20	2.3	X-RAY DIFFRACTION	0.252	0.196	False	None	None	None	None	Nanobody	missing	1091	140	1091:missing:140
7b18_F!_B	2957	F	missing	B	protein	04/28/21	2.62	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Nanobody	missing	1004	8	1004:missing:8
7b18_G!_B	2958	G	missing	B	protein	04/28/21	2.62	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Nanobody	missing	1194	8	1194:missing:8
7b27_D!_a	2962	D	missing	a	protein	01/08/09	2.902	X-RAY DIFFRACTION	0.305	0.266	False	None	None	None	None	Nanobody	missing	1092	2	1092:missing:2
7ben_GI_C	2967	G	I	C	protein	03/03/21	2.5	X-RAY DIFFRACTION	0.282	0.240	False	None	None	None	None	Fab	401	196	2	196:401:2
7ben_HL_E	2968	H	L	E	protein	03/03/21	2.5	X-RAY DIFFRACTION	0.282	0.240	False	None	None	None	None	Fab	304	200	2	200:304:2
7bep_DF_C	2970	D	F	C	protein	03/03/21	2.61	X-RAY DIFFRACTION	0.241	0.203	False	None	None	None	None	Fab	104	94	2	94:104:2
7bq5_HL_A	2974	H	L	A	protein	03/24/21	2.99	X-RAY DIFFRACTION	0.275	0.261	False	None	None	None	None	Fab	541	532	80	532:541:80
7c01_HL_A	2984	H	L	A	protein	04/29/20	2.88	X-RAY DIFFRACTION	0.265	0.218	False	None	None	None	None	Fab	147	533	2	533:147:2
7c88_HL_M	2992	H	L	M	protein	04/14/21	1.997	X-RAY DIFFRACTION	0.258	0.222	False	None	None	None	None	Fab	488	824	498	824:488:498
7chf_AB_R	3004	A	B	R	protein	07/05/20	2.674	X-RAY DIFFRACTION	0.270	0.220	False	None	None	None	None	Fab	96	137	2	137:96:2
7chf_HL_R	3005	H	L	R	protein	07/05/20	2.674	X-RAY DIFFRACTION	0.270	0.220	False	None	None	None	None	Fab	175	403	2	403:175:2
7cho_HL_E	3007	H	L	E	protein	05/19/21	2.561	X-RAY DIFFRACTION	0.247	0.202	False	None	None	None	None	Fab	176	339	2	339:176:2
7chp_HL_E	3008	H	L	E	protein	05/19/21	2.357	X-RAY DIFFRACTION	0.220	0.193	False	None	None	None	None	Fab	175	403	2	403:175:2
7coe_HL_A	3016	H	L	A	protein	08/04/21	2.05	X-RAY DIFFRACTION	0.223	0.176	False	None	None	None	None	Fab	306	167	309	167:306:309
7cu5_AA_Q	3020	A	A	Q	protein	08/21/20	2.81	X-RAY DIFFRACTION	0.252	0.212	True	None	None	None	None	scFv	20	56	518	56:20:518
7cu5_BB_E	3021	B	B	E	protein	08/21/20	2.81	X-RAY DIFFRACTION	0.252	0.212	True	None	None	None	None	scFv	20	56	518	56:20:518
7cz0_H!_D	3039	H	missing	D	protein	09/08/21	2.77	X-RAY DIFFRACTION	0.241	0.202	False	None	None	None	None	Nanobody	missing	1249	298	1249:missing:298
7czd_C!_D	3041	C	missing	D	protein	07/14/21	1.64	X-RAY DIFFRACTION	0.184	0.150	False	None	None	None	None	Nanobody	missing	1308	498	1308:missing:498
7czp_JN_C	3043	J	N	C	protein	03/10/21	3.0	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	404	280	8	280:404:8
7czq_JN_C	3045	J	N	C	protein	03/10/21	2.8	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	214	236	8	236:214:8
7czt_IM_C	3050	I	M	C	protein	03/10/21	2.7	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	71	155	8	155:71:8
7czx_JN_C	3056	J	N	C	protein	03/10/21	2.8	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	42	57	8	57:42:8
7d5b_D!_A	3067	D	missing	A	protein	03/31/21	1.31	X-RAY DIFFRACTION	0.222	0.195	False	None	None	None	None	Nanobody	missing	1347	97	1347:missing:97
7d85_EF_D	3075	E	F	D	protein	04/07/21	2.5	X-RAY DIFFRACTION	0.258	0.203	False	None	None	None	None	Fab	405	534	26	534:405:26
7d8b_D!_C	3077	D	missing	C	protein	08/25/21	2.46	X-RAY DIFFRACTION	0.292	0.250	False	None	None	None	None	Nanobody	missing	985	368	985:missing:368
7dc8_ED_F	3080	E	D	F	protein	10/23/20	2.757	X-RAY DIFFRACTION	0.278	0.207	False	None	None	None	None	Fab	489	904	344	904:489:344
7deo_AA_B	3084	A	A	B	protein	03/31/21	2.5	X-RAY DIFFRACTION	0.232	0.187	True	None	None	None	None	scFv	1	4	2	4:1:2
7deo_CC_D	3085	C	C	D	protein	03/31/21	2.5	X-RAY DIFFRACTION	0.232	0.187	True	None	None	None	None	scFv	1	4	2	4:1:2
7det_BB_A	3086	B	B	A	protein	03/31/21	2.2	X-RAY DIFFRACTION	0.260	0.212	True	None	None	None	None	scFv	16	44	2	44:16:2
7det_DD_C	3087	D	D	C	protein	03/31/21	2.2	X-RAY DIFFRACTION	0.260	0.212	True	None	None	None	None	scFv	16	44	2	44:16:2
7dm1_FE_B	3094	F	E	B	protein	12/01/20	2.1	X-RAY DIFFRACTION	0.230	0.186	False	None	None	None	None	Fab	490	340	139	340:490:139
7e7y_CD_E	3142	C	D	E	protein	06/09/21	2.41	X-RAY DIFFRACTION	0.241	0.197	False	None	None	None	None	Fab	598	535	2	535:598:2
7eam_HL_A	3159	H	L	A	protein	03/17/21	1.4	X-RAY DIFFRACTION	0.182	0.172	False	None	None	None	None	Fab	248	700	2	700:248:2
7elx_hl_c	3171	h	l	c	protein	06/30/21	2.14	X-RAY DIFFRACTION	0.217	0.177	False	None	None	None	None	Fab	157	826	485	826:157:485
7jie_CD_B	3186	C	D	B	protein	06/30/21	2.254	X-RAY DIFFRACTION	0.225	0.181	False	None	None	None	None	Fab	96	95	162	95:96:162
7jie_EF_A	3187	E	F	A	protein	06/30/21	2.254	X-RAY DIFFRACTION	0.225	0.181	False	None	None	None	None	Fab	96	95	162	95:96:162
7jtr_BB_A	3197	B	B	A	protein	05/05/21	2.5	X-RAY DIFFRACTION	0.237	0.201	True	None	None	None	None	scFv	34	170	102	170:34:102
7jtr_DD_C	3198	D	D	C	protein	05/05/21	2.5	X-RAY DIFFRACTION	0.237	0.201	True	None	None	None	None	scFv	34	170	102	170:34:102
7jtr_FF_E	3199	F	F	E	protein	05/05/21	2.5	X-RAY DIFFRACTION	0.237	0.201	True	None	None	None	None	scFv	34	170	102	170:34:102
7jtr_HH_G	3200	H	H	G	protein	05/05/21	2.5	X-RAY DIFFRACTION	0.237	0.201	True	None	None	None	None	scFv	34	170	102	170:34:102
7jum_HH_A	3201	H	H	A	protein	03/31/21	1.998	X-RAY DIFFRACTION	0.233	0.191	True	None	None	None	None	scFv	21	58	367	58:21:367
7jum_II_B	3202	I	I	B	protein	03/31/21	1.998	X-RAY DIFFRACTION	0.233	0.191	True	None	None	None	None	scFv	21	58	367	58:21:367
7jum_JJ_C	3203	J	J	C	protein	03/31/21	1.998	X-RAY DIFFRACTION	0.233	0.191	True	None	None	None	None	scFv	21	58	367	58:21:367
7jx3_HL_R	3214	H	L	R	protein	08/26/20	2.65	X-RAY DIFFRACTION	0.288	0.258	False	None	None	None	None	Fab	147	282	2	282:147:2
7k43_HL_A	3217	H	L	A	protein	09/14/20	2.6	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	586	1170	5	1170:586:5
7k93_EE_A	3243	E	E	A	protein	09/28/20	2.89	X-RAY DIFFRACTION	0.269	0.223	True	None	None	None	None	scFv	10	25	135	25:10:135
7k93_GG_B	3244	G	G	B	protein	09/28/20	2.89	X-RAY DIFFRACTION	0.269	0.223	True	None	None	None	None	scFv	10	25	135	25:10:135
7k93_II_C	3245	I	I	C	protein	09/28/20	2.89	X-RAY DIFFRACTION	0.269	0.223	True	None	None	None	None	scFv	10	25	135	25:10:135
7k93_KK_D	3246	K	K	D	protein	09/28/20	2.89	X-RAY DIFFRACTION	0.269	0.223	True	None	None	None	None	scFv	10	25	135	25:10:135
7k9j_JN_C	3250	J	N	C	protein	09/29/21	3.0	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	712	1195	9	1195:712:9
7kfw_HL_A	3282	H	L	A	protein	10/15/20	2.792	X-RAY DIFFRACTION	0.229	0.189	False	None	None	None	None	Fab	104	283	2	283:104:2
7ki4_DC_B	3286	D	C	B	protein	05/05/21	2.9	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	240	1286	61	1286:240:61
7ki4_GF_E	3287	G	F	E	protein	05/05/21	2.9	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	240	1286	61	1286:240:61
7ki4_HL_A	3288	H	L	A	protein	05/05/21	2.9	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	240	1286	61	1286:240:61
7ki6_HL_A	3291	H	L	A	protein	05/05/21	2.8	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	699	1287	65	1287:699:65
7kjh_B!_D	3293	B	missing	D	protein	10/26/20	2.0	X-RAY DIFFRACTION	0.217	0.180	False	None	None	None	None	Nanobody	missing	1070	220	1070:missing:220
7kmg_DE_F	3303	D	E	F	protein	11/02/20	2.16	X-RAY DIFFRACTION	0.257	0.209	False	None	None	None	None	Fab	147	171	2	171:147:2
7kn3_MN_B	3309	M	N	B	protein	09/22/21	2.251	X-RAY DIFFRACTION	0.222	0.186	False	None	None	None	None	Fab	42	478	2	478:42:2
